time,open,high,low,close,volume
2020-01-06T05:00:00+00:00,1.10085,1.1014,1.10024,1.10114,1247.41
2020-01-06T06:00:00+00:00,1.10114,1.10291,1.10083,1.1019,907.82
2020-01-06T07:00:00+00:00,1.1019,1.10213,1.10056,1.1013,932.9
2020-01-06T08:00:00+00:00,1.1013,1.10185,1.10128,1.10156,927.31
2020-01-06T09:00:00+00:00,1.10156,1.10368,1.10093,1.10234,907.68
2020-01-06T10:00:00+00:00,1.10234,1.10276,1.0991,1.10092,386.65
2020-01-06T11:00:00+00:00,1.10092,1.10128,1.10021,1.10055,734.08
2020-01-06T12:00:00+00:00,1.10055,1.10152,1.09734,1.09908,1007.67
2020-01-06T13:00:00+00:00,1.09908,1.09971,1.0977,1.09839,950.68
2020-01-06T14:00:00+00:00,1.09839,1.09948,1.09779,1.09887,1081.57
2020-01-06T15:00:00+00:00,1.09887,1.09944,1.09661,1.09813,694.45
2020-01-06T16:00:00+00:00,1.09813,1.09878,1.09794,1.0986,595.58
2020-01-06T17:00:00+00:00,1.0986,1.09985,1.09857,1.09962,1120.12
2020-01-06T18:00:00+00:00,1.09962,1.10048,1.0957,1.09709,1543.69
2020-01-06T19:00:00+00:00,1.09709,1.09728,1.09655,1.09688,683.83
2020-01-06T20:00:00+00:00,1.09688,1.09925,1.09682,1.09849,725.3
2020-01-06T21:00:00+00:00,1.09849,1.101,1.09798,1.0994,754.11
2020-01-06T22:00:00+00:00,1.0994,1.09981,1.09933,1.09946,1056.12
2020-01-06T23:00:00+00:00,1.09946,1.10032,1.09907,1.10012,1297.98
2020-01-07T00:00:00+00:00,1.10012,1.10072,1.09904,1.09968,1204.14
2020-01-07T01:00:00+00:00,1.09968,1.1002,1.09923,1.09926,696.35
2020-01-07T02:00:00+00:00,1.09926,1.10182,1.09911,1.10028,718.32
2020-01-07T03:00:00+00:00,1.10028,1.10096,1.09888,1.09932,878.32
2020-01-07T04:00:00+00:00,1.09932,1.1001,1.09924,1.1001,836.65
2020-01-07T05:00:00+00:00,1.1001,1.1002,1.09927,1.09937,1177.62
2020-01-07T06:00:00+00:00,1.09937,1.09957,1.09854,1.09881,1024.89
2020-01-07T07:00:00+00:00,1.09881,1.10006,1.09869,1.09945,1023.42
2020-01-07T08:00:00+00:00,1.09945,1.09972,1.09828,1.09836,906.95
2020-01-07T09:00:00+00:00,1.09836,1.09878,1.09551,1.09742,1129.82
2020-01-07T10:00:00+00:00,1.09742,1.09766,1.09723,1.09752,1028.62
2020-01-07T11:00:00+00:00,1.09752,1.09794,1.09662,1.09677,1068.79
2020-01-07T12:00:00+00:00,1.09677,1.09705,1.09655,1.09664,673.7
2020-01-07T13:00:00+00:00,1.09664,1.09776,1.09664,1.09751,1235.84
2020-01-07T14:00:00+00:00,1.09751,1.09891,1.09737,1.09814,1110.2
2020-01-07T15:00:00+00:00,1.09814,1.1003,1.09685,1.09691,985.94
2020-01-07T16:00:00+00:00,1.09691,1.09744,1.09685,1.0974,1071.88
2020-01-07T17:00:00+00:00,1.0974,1.09946,1.09682,1.09895,882.28
2020-01-07T18:00:00+00:00,1.09895,1.10039,1.09827,1.10022,367.68
2020-01-07T19:00:00+00:00,1.10022,1.10054,1.10002,1.1005,1385.98
2020-01-07T20:00:00+00:00,1.1005,1.10103,1.10023,1.10095,1562.65
2020-01-07T21:00:00+00:00,1.10095,1.10226,1.10042,1.1018,1391.02
2020-01-07T22:00:00+00:00,1.1018,1.10259,1.10174,1.10243,512.81
2020-01-07T23:00:00+00:00,1.10243,1.10388,1.10188,1.10317,868.31
2020-01-08T00:00:00+00:00,1.10317,1.1034,1.10233,1.10246,662.47
2020-01-08T01:00:00+00:00,1.10246,1.10266,1.1023,1.10238,597.66
2020-01-08T02:00:00+00:00,1.10238,1.10278,1.10186,1.1021,1014.03
2020-01-08T03:00:00+00:00,1.1021,1.10217,1.10153,1.10204,1104.33
2020-01-08T04:00:00+00:00,1.10204,1.1022,1.10176,1.10182,1576.07
2020-01-08T05:00:00+00:00,1.10182,1.10344,1.09959,1.10036,764.11
2020-01-08T06:00:00+00:00,1.10036,1.10282,1.09987,1.10183,1249.45
2020-01-08T07:00:00+00:00,1.10183,1.10321,1.10147,1.10286,961.17
2020-01-08T08:00:00+00:00,1.10286,1.10296,1.10169,1.10236,1211.3
2020-01-08T09:00:00+00:00,1.10236,1.10247,1.10212,1.10238,1353.3
2020-01-08T10:00:00+00:00,1.10238,1.10241,1.10211,1.10223,1778.23
2020-01-08T11:00:00+00:00,1.10223,1.10303,1.10159,1.1025,1253.03
2020-01-08T12:00:00+00:00,1.1025,1.10366,1.10024,1.10092,957.48
2020-01-08T13:00:00+00:00,1.10092,1.10126,1.10083,1.10112,869.6
2020-01-08T14:00:00+00:00,1.10112,1.10472,1.09996,1.10404,1602.65
2020-01-08T15:00:00+00:00,1.10404,1.10561,1.10377,1.10513,1556.02
2020-01-08T16:00:00+00:00,1.10513,1.10598,1.10378,1.10391,393.6
2020-01-08T17:00:00+00:00,1.10391,1.10472,1.1027,1.10303,1048.77
2020-01-08T18:00:00+00:00,1.10303,1.10459,1.10285,1.10381,812.9
2020-01-08T19:00:00+00:00,1.10381,1.10406,1.10253,1.10258,880.86
2020-01-08T20:00:00+00:00,1.10258,1.1032,1.10109,1.10184,1165.33
2020-01-08T21:00:00+00:00,1.10184,1.10219,1.10146,1.10173,671.22
2020-01-08T22:00:00+00:00,1.10173,1.10233,1.10137,1.10197,992.75
2020-01-08T23:00:00+00:00,1.10197,1.10205,1.10147,1.10153,1176.67
2020-01-09T00:00:00+00:00,1.10153,1.10394,1.09923,1.10319,376.05
2020-01-09T01:00:00+00:00,1.10319,1.10511,1.09989,1.10119,930.46
2020-01-09T02:00:00+00:00,1.10119,1.10451,1.09961,1.10351,892.51
2020-01-09T03:00:00+00:00,1.10351,1.10405,1.10268,1.10368,988.56
2020-01-09T04:00:00+00:00,1.10368,1.1051,1.10287,1.10299,1123.47
2020-01-09T05:00:00+00:00,1.10299,1.10329,1.10231,1.10282,947.76
2020-01-09T06:00:00+00:00,1.10282,1.10514,1.10262,1.10464,1315.03
2020-01-09T07:00:00+00:00,1.10464,1.10574,1.10358,1.10359,753.14
