20200103 110000;1.10065;1.10085;1.09969;1.10022;0
20200103 120000;1.10022;1.10428;1.09898;1.10308;0
20200103 130000;1.10308;1.10313;1.10278;1.10312;0
20200103 140000;1.10312;1.10331;1.1019;1.10265;0
20200103 150000;1.10265;1.10319;1.10171;1.10179;0
20200103 160000;1.10179;1.10303;1.10001;1.10289;0
20200103 170000;1.10289;1.10317;1.10141;1.10216;0
20200103 180000;1.10216;1.10248;1.10048;1.1013;0
20200103 190000;1.1013;1.10178;1.10058;1.10101;0
20200103 200000;1.10101;1.10122;1.09986;1.10013;0
20200103 210000;1.10013;1.10162;1.09978;1.10152;0
20200103 220000;1.10152;1.10196;1.10149;1.10169;0
20200103 230000;1.10169;1.10267;1.10102;1.10263;0
20200104 000000;1.10263;1.10344;1.10166;1.10168;0
20200104 010000;1.10168;1.10201;1.1014;1.10174;0
20200104 020000;1.10174;1.10231;1.10089;1.10134;0
20200104 030000;1.10134;1.10175;1.10106;1.10129;0
20200104 040000;1.10129;1.10221;1.09743;1.09886;0
20200104 050000;1.09886;1.10102;1.09738;1.10082;0
20200104 060000;1.10082;1.10149;1.09933;1.1004;0
20200104 070000;1.1004;1.10087;1.09927;1.09955;0
20200104 080000;1.09955;1.10062;1.09791;1.09894;0
20200104 090000;1.09894;1.09943;1.09834;1.09853;0
20200104 100000;1.09853;1.09922;1.09784;1.09906;0
20200104 110000;1.09906;1.09907;1.09745;1.09805;0
20200104 120000;1.09805;1.09833;1.09796;1.09821;0
20200104 130000;1.09821;1.09935;1.09742;1.09864;0
20200104 140000;1.09864;1.10375;1.09842;1.10265;0
20200104 150000;1.10265;1.10338;1.1019;1.10309;0
20200104 160000;1.10309;1.10327;1.10274;1.10294;0
20200104 170000;1.10294;1.10469;1.10257;1.10386;0
20200104 180000;1.10386;1.10395;1.10331;1.10362;0
20200104 190000;1.10362;1.10404;1.10295;1.10397;0
20200104 200000;1.10397;1.1046;1.10357;1.10441;0
20200104 210000;1.10441;1.10497;1.10261;1.10334;0
20200104 220000;1.10334;1.10558;1.10243;1.10499;0
20200104 230000;1.10499;1.10512;1.10049;1.1025;0
20200105 000000;1.1025;1.10293;1.10237;1.10238;0
20200105 010000;1.10238;1.10241;1.10172;1.10178;0
20200105 020000;1.10178;1.10197;1.10161;1.10172;0
20200105 030000;1.10172;1.10393;1.10128;1.10316;0
20200105 040000;1.10316;1.10342;1.10195;1.10247;0
20200105 050000;1.10247;1.10364;1.10041;1.10157;0
20200105 060000;1.10157;1.10229;1.10072;1.10218;0
20200105 070000;1.10218;1.10243;1.1017;1.10227;0
20200105 080000;1.10227;1.10275;1.102;1.10254;0
20200105 090000;1.10254;1.10293;1.10231;1.10263;0
20200105 100000;1.10263;1.10282;1.10181;1.10217;0
20200105 110000;1.10217;1.10307;1.10182;1.10258;0
20200105 120000;1.10258;1.10322;1.10128;1.10134;0
20200105 130000;1.10134;1.10164;1.10131;1.10158;0
20200105 140000;1.10158;1.10315;1.10158;1.10258;0
20200105 150000;1.10258;1.10315;1.09911;1.10024;0
20200105 160000;1.10024;1.10029;1.09955;1.09973;0
20200105 170000;1.09973;1.10021;1.09866;1.09894;0
20200105 180000;1.09894;1.09918;1.09879;1.09892;0
20200105 190000;1.09892;1.09943;1.09816;1.09904;0
20200105 200000;1.09904;1.10109;1.09655;1.09723;0
20200105 210000;1.09723;1.09792;1.09278;1.09455;0
20200105 220000;1.09455;1.09527;1.09408;1.09412;0
20200105 230000;1.09412;1.09427;1.09411;1.0942;0
20200106 000000;1.0942;1.09657;1.09087;1.09173;0
20200106 010000;1.09173;1.09185;1.09071;1.09083;0
20200106 020000;1.09083;1.09158;1.09028;1.09126;0
20200106 030000;1.09126;1.09181;1.09047;1.09054;0
20200106 040000;1.09054;1.09312;1.09024;1.09235;0
20200106 050000;1.09235;1.09407;1.08736;1.08911;0
20200106 060000;1.08911;1.08957;1.08868;1.08947;0
20200106 070000;1.08947;1.08987;1.08947;1.08981;0
20200106 080000;1.08981;1.08991;1.08948;1.0895;0
20200106 090000;1.0895;1.0896;1.08848;1.08937;0
20200106 100000;1.08937;1.09055;1.0888;1.08994;0
20200106 110000;1.08994;1.09109;1.08926;1.09078;0
20200106 120000;1.09078;1.09273;1.09037;1.09212;0
20200106 130000;1.09212;1.09364;1.09085;1.09351;0
20200106 140000;1.09351;1.09434;1.0921;1.09238;0
20200106 150000;1.09238;1.09289;1.09178;1.09195;0
20200106 160000;1.09195;1.09304;1.09101;1.09267;0
20200106 170000;1.09267;1.09347;1.09254;1.09308;0
20200106 180000;1.09308;1.09322;1.09274;1.0931;0
20200106 190000;1.0931;1.09321;1.09307;1.09311;0
20200106 200000;1.09311;1.09373;1.09298;1.0934;0
20200106 210000;1.0934;1.09369;1.09253;1.09254;0
20200106 220000;1.09254;1.09466;1.09246;1.09384;0
20200106 230000;1.09384;1.09466;1.09016;1.0919;0
20200107 000000;1.0919;1.09252;1.09158;1.09166;0
20200107 010000;1.09166;1.09184;1.09094;1.09122;0
20200107 020000;1.09122;1.09174;1.09106;1.09109;0
20200107 030000;1.09109;1.09165;1.09098;1.09121;0
20200107 040000;1.09121;1.09237;1.09022;1.09193;0
20200107 050000;1.09193;1.09221;1.09081;1.09131;0
20200107 060000;1.09131;1.09136;1.0907;1.09123;0
20200107 070000;1.09123;1.09137;1.09096;1.09115;0
20200107 080000;1.09115;1.09161;1.09013;1.09084;0
20200107 090000;1.09084;1.09194;1.09023;1.09157;0
20200107 100000;1.09157;1.09193;1.09024;1.09046;0
20200107 110000;1.09046;1.09139;1.08689;1.08756;0
20200107 120000;1.08756;1.0885;1.08623;1.08801;0
20200107 130000;1.08801;1.08972;1.08596;1.08945;0
20200107 140000;1.08945;1.08971;1.08877;1.08884;0
20200107 150000;1.08884;1.08912;1.08786;1.08787;0
20200107 160000;1.08787;1.08819;1.08635;1.08736;0
20200107 170000;1.08736;1.0891;1.08703;1.08827;0
20200107 180000;1.08827;1.08952;1.08792;1.08891;0
20200107 190000;1.08891;1.09129;1.08837;1.09036;0
20200107 200000;1.09036;1.09101;1.09001;1.09065;0
20200107 210000;1.09065;1.0919;1.08911;1.08921;0
20200107 220000;1.08921;1.08931;1.08732;1.08772;0
20200107 230000;1.08772;1.0878;1.08749;1.08762;0
20200108 000000;1.08762;1.08788;1.08328;1.08589;0
20200108 010000;1.08589;1.08854;1.08548;1.08691;0
20200108 020000;1.08691;1.08742;1.08386;1.08496;0
20200108 030000;1.08496;1.08559;1.08433;1.08438;0
20200108 040000;1.08438;1.08562;1.08331;1.08527;0
20200108 050000;1.08527;1.08559;1.08478;1.08506;0
20200108 060000;1.08506;1.08518;1.08496;1.08497;0
20200108 070000;1.08497;1.08807;1.08393;1.08726;0
20200108 080000;1.08726;1.08772;1.08705;1.08715;0
20200108 090000;1.08715;1.08808;1.0864;1.08781;0
20200108 100000;1.08781;1.08782;1.08759;1.08774;0
20200108 110000;1.08774;1.08944;1.08524;1.08637;0
20200108 120000;1.08637;1.08652;1.08573;1.08596;0
20200108 130000;1.08596;1.08634;1.08552;1.08573;0
20200108 140000;1.08573;1.08605;1.08476;1.08542;0
20200108 150000;1.08542;1.08703;1.08537;1.08621;0
20200108 160000;1.08621;1.08801;1.08527;1.08754;0
20200108 170000;1.08754;1.08791;1.08699;1.08738;0
20200108 180000;1.08738;1.08848;1.0872;1.08816;0
20200108 190000;1.08816;1.08895;1.08786;1.08887;0
20200108 200000;1.08887;1.08938;1.0872;1.08746;0
20200108 210000;1.08746;1.08823;1.08556;1.08612;0
20200108 220000;1.08612;1.0877;1.08501;1.08732;0
20200108 230000;1.08732;1.08862;1.08538;1.08641;0
20200109 000000;1.08641;1.08723;1.08617;1.08663;0
20200109 010000;1.08663;1.08745;1.08649;1.08722;0
20200109 020000;1.08722;1.08894;1.08626;1.08812;0
20200109 030000;1.08812;1.0888;1.08775;1.08794;0
20200109 040000;1.08794;1.09219;1.08514;1.09043;0
20200109 050000;1.09043;1.09099;1.09013;1.09085;0
20200109 060000;1.09085;1.09142;1.08947;1.08997;0
20200109 070000;1.08997;1.09135;1.08925;1.09096;0
20200109 080000;1.09096;1.09284;1.09006;1.09208;0
20200109 090000;1.09208;1.0922;1.08858;1.0892;0
20200109 100000;1.0892;1.08985;1.08915;1.08931;0
20200109 110000;1.08931;1.08941;1.08813;1.08827;0
20200109 120000;1.08827;1.08862;1.08663;1.08759;0
20200109 130000;1.08759;1.08852;1.08747;1.08794;0
20200109 140000;1.08794;1.08939;1.08728;1.08872;0
20200109 150000;1.08872;1.08936;1.08848;1.08885;0
20200109 160000;1.08885;1.09042;1.08785;1.0899;0
20200109 170000;1.0899;1.09184;1.08693;1.08793;0
20200109 180000;1.08793;1.088;1.0879;1.08797;0
20200109 190000;1.08797;1.08887;1.0873;1.08882;0
20200109 200000;1.08882;1.08883;1.0882;1.08845;0
20200109 210000;1.08845;1.08879;1.08666;1.08726;0
20200109 220000;1.08726;1.08937;1.0869;1.0889;0
20200109 230000;1.0889;1.09003;1.0861;1.08738;0
20200110 000000;1.08738;1.08948;1.08721;1.0887;0
20200110 010000;1.0887;1.09091;1.08656;1.0906;0
20200110 020000;1.0906;1.09342;1.0883;1.09174;0
20200110 030000;1.09174;1.09252;1.0914;1.09183;0
20200110 040000;1.09183;1.09385;1.08806;1.08918;0
20200110 050000;1.08918;1.08943;1.08785;1.0884;0
20200110 060000;1.0884;1.08858;1.08788;1.08811;0
20200110 070000;1.08811;1.08943;1.08683;1.08909;0
20200110 080000;1.08909;1.08922;1.08871;1.08916;0
20200110 090000;1.08916;1.08933;1.08857;1.08867;0
20200110 100000;1.08867;1.08896;1.08849;1.08893;0
20200110 110000;1.08893;1.08956;1.08827;1.08873;0
20200110 120000;1.08873;1.09017;1.0877;1.08951;0
20200110 130000;1.08951;1.0901;1.0892;1.08997;0
20200110 140000;1.08997;1.09057;1.08748;1.0891;0
20200110 150000;1.0891;1.0896;1.08907;1.08918;0
20200110 160000;1.08918;1.08935;1.08862;1.08911;0
20200110 170000;1.08911;1.09114;1.08783;1.09104;0
20200110 180000;1.09104;1.09222;1.08835;1.08951;0
20200110 190000;1.08951;1.09077;1.08941;1.09058;0
20200110 200000;1.09058;1.09106;1.08962;1.09022;0
20200110 210000;1.09022;1.09089;1.08886;1.08927;0
20200110 220000;1.08927;1.09417;1.08891;1.09244;0
20200110 230000;1.09244;1.09293;1.09169;1.09285;0
20200111 000000;1.09285;1.093;1.09113;1.09175;0
20200111 010000;1.09175;1.09252;1.08898;1.08975;0
20200111 020000;1.08975;1.0898;1.08801;1.08831;0
20200111 030000;1.08831;1.08883;1.08815;1.08875;0
20200111 040000;1.08875;1.08972;1.08855;1.08961;0
20200111 050000;1.08961;1.08985;1.08936;1.08956;0
20200111 060000;1.08956;1.09036;1.08834;1.08835;0
20200111 070000;1.08835;1.08975;1.088;1.08921;0
20200111 080000;1.08921;1.08955;1.08918;1.08945;0
20200111 090000;1.08945;1.08979;1.08922;1.08978;0
20200111 100000;1.08978;1.09008;1.08962;1.09;0
20200111 110000;1.09;1.09057;1.0895;1.08972;0
20200111 120000;1.08972;1.09032;1.08897;1.09024;0
20200111 130000;1.09024;1.09068;1.0896;1.09059;0
20200111 140000;1.09059;1.09296;1.08931;1.09198;0
20200111 150000;1.09198;1.09248;1.09197;1.0923;0
20200111 160000;1.0923;1.09231;1.09226;1.09228;0
20200111 170000;1.09228;1.09382;1.09197;1.09331;0
20200111 180000;1.09331;1.09426;1.09303;1.09308;0
20200111 190000;1.09308;1.09321;1.09228;1.0928;0
20200111 200000;1.0928;1.09305;1.09203;1.09239;0
20200111 210000;1.09239;1.09291;1.0909;1.09192;0
20200111 220000;1.09192;1.09281;1.09124;1.09247;0
20200111 230000;1.09247;1.09427;1.092;1.09362;0
20200112 000000;1.09362;1.09503;1.09356;1.09408;0
20200112 010000;1.09408;1.09437;1.09383;1.09402;0
20200112 020000;1.09402;1.09489;1.09251;1.09291;0
20200112 030000;1.09291;1.09335;1.09252;1.09304;0
20200112 040000;1.09304;1.09463;1.09127;1.09387;0
20200112 050000;1.09387;1.0947;1.09256;1.09267;0
20200112 060000;1.09267;1.09302;1.09162;1.09183;0
20200112 070000;1.09183;1.09223;1.09149;1.09159;0
20200112 080000;1.09159;1.09183;1.09071;1.09137;0
20200112 090000;1.09137;1.09301;1.0907;1.09243;0
20200112 100000;1.09243;1.09254;1.0922;1.09247;0
20200112 110000;1.09247;1.09412;1.09069;1.09351;0
20200112 120000;1.09351;1.09357;1.09297;1.093;0
20200112 130000;1.093;1.09305;1.09191;1.09254;0
20200112 140000;1.09254;1.09276;1.08994;1.09172;0
20200112 150000;1.09172;1.0919;1.08963;1.09102;0
20200112 160000;1.09102;1.09185;1.08918;1.08985;0
20200112 170000;1.08985;1.09098;1.08974;1.09036;0
20200112 180000;1.09036;1.09189;1.08856;1.09153;0
20200112 190000;1.09153;1.09199;1.09004;1.09035;0
20200112 200000;1.09035;1.09069;1.09028;1.0903;0
20200112 210000;1.0903;1.09107;1.09001;1.0908;0
20200112 220000;1.0908;1.09773;1.09006;1.09391;0
20200112 230000;1.09391;1.09541;1.09276;1.09494;0
20200113 000000;1.09494;1.09682;1.09418;1.09585;0
20200113 010000;1.09585;1.09612;1.0954;1.09584;0
20200113 020000;1.09584;1.09836;1.09516;1.09721;0
20200113 030000;1.09721;1.09784;1.09527;1.09637;0
20200113 040000;1.09637;1.09671;1.09602;1.09617;0
20200113 050000;1.09617;1.09657;1.09474;1.09515;0
20200113 060000;1.09515;1.09628;1.09408;1.09408;0
20200113 070000;1.09408;1.09522;1.09343;1.095;0
20200113 080000;1.095;1.09611;1.09261;1.09311;0
20200113 090000;1.09311;1.09353;1.09284;1.09296;0
20200113 100000;1.09296;1.09336;1.09294;1.09315;0
20200113 110000;1.09315;1.09451;1.09306;1.09364;0
20200113 120000;1.09364;1.09386;1.09194;1.09238;0
20200113 130000;1.09238;1.09498;1.09219;1.09456;0
20200113 140000;1.09456;1.09504;1.09364;1.09391;0
20200113 150000;1.09391;1.09395;1.09367;1.09388;0
20200113 160000;1.09388;1.09425;1.09359;1.09383;0
20200113 170000;1.09383;1.09415;1.09327;1.09373;0
20200113 180000;1.09373;1.09429;1.09134;1.09212;0
20200113 190000;1.09212;1.09267;1.09205;1.09246;0
20200113 200000;1.09246;1.09266;1.09214;1.09251;0
20200113 210000;1.09251;1.09346;1.0924;1.09293;0
20200113 220000;1.09293;1.09437;1.09218;1.09347;0
20200113 230000;1.09347;1.09446;1.09134;1.09212;0
20200114 000000;1.09212;1.09482;1.09116;1.09444;0
20200114 010000;1.09444;1.09565;1.09386;1.09538;0
20200114 020000;1.09538;1.09628;1.09472;1.09605;0
20200114 030000;1.09605;1.09692;1.09523;1.09549;0
20200114 040000;1.09549;1.09865;1.09512;1.09778;0
20200114 050000;1.09778;1.09827;1.09661;1.09677;0
20200114 060000;1.09677;1.09733;1.09408;1.09491;0
20200114 070000;1.09491;1.09595;1.0931;1.09413;0
20200114 080000;1.09413;1.09488;1.09379;1.09444;0
20200114 090000;1.09444;1.09676;1.09387;1.09576;0
20200114 100000;1.09576;1.09609;1.09502;1.09536;0
20200114 110000;1.09536;1.09647;1.09509;1.09586;0
20200114 120000;1.09586;1.09783;1.09552;1.09713;0
20200114 130000;1.09713;1.09716;1.09691;1.0971;0
20200114 140000;1.0971;1.09722;1.09631;1.09719;0
20200114 150000;1.09719;1.09811;1.097;1.0977;0
20200114 160000;1.0977;1.09781;1.09729;1.09778;0
20200114 170000;1.09778;1.09818;1.09766;1.09783;0
20200114 180000;1.09783;1.09982;1.09726;1.09918;0
20200114 190000;1.09918;1.09958;1.09783;1.09809;0
20200114 200000;1.09809;1.0991;1.09687;1.09751;0
20200114 210000;1.09751;1.09847;1.09735;1.09783;0
20200114 220000;1.09783;1.09819;1.09739;1.09769;0
20200114 230000;1.09769;1.09817;1.0976;1.09786;0
20200115 000000;1.09786;1.09789;1.09667;1.09739;0
20200115 010000;1.09739;1.09748;1.09674;1.09718;0
20200115 020000;1.09718;1.0973;1.09646;1.09657;0
20200115 030000;1.09657;1.09877;1.09654;1.0981;0
20200115 040000;1.0981;1.09922;1.09758;1.09891;0
20200115 050000;1.09891;1.10013;1.09862;1.09976;0
20200115 060000;1.09976;1.10005;1.09911;1.09934;0
20200115 070000;1.09934;1.10256;1.09848;1.10117;0
20200115 080000;1.10117;1.10199;1.09805;1.09898;0
20200115 090000;1.09898;1.09927;1.09859;1.09878;0
20200115 100000;1.09878;1.09943;1.09753;1.09802;0
20200115 110000;1.09802;1.09849;1.09562;1.09644;0
20200115 120000;1.09644;1.09657;1.09485;1.0959;0
20200115 130000;1.0959;1.09632;1.09503;1.09553;0
20200115 140000;1.09553;1.09663;1.09552;1.09609;0
20200115 150000;1.09609;1.09863;1.09577;1.09755;0
20200115 160000;1.09755;1.0996;1.09725;1.09894;0
20200115 170000;1.09894;1.10037;1.09851;1.10015;0
20200115 180000;1.10015;1.10074;1.09908;1.09968;0
20200115 190000;1.09968;1.10112;1.09754;1.09808;0
20200115 200000;1.09808;1.09886;1.09643;1.09741;0
20200115 210000;1.09741;1.09863;1.09392;1.09605;0
20200115 220000;1.09605;1.09748;1.09374;1.09434;0
20200115 230000;1.09434;1.09482;1.09408;1.09431;0
20200116 000000;1.09431;1.09535;1.0938;1.09485;0
20200116 010000;1.09485;1.09528;1.0944;1.09479;0
20200116 020000;1.09479;1.09496;1.0926;1.09391;0
20200116 030000;1.09391;1.09423;1.09278;1.09345;0
20200116 040000;1.09345;1.09352;1.09081;1.09103;0
20200116 050000;1.09103;1.09184;1.08938;1.09022;0
20200116 060000;1.09022;1.09179;1.09005;1.09148;0
20200116 070000;1.09148;1.09238;1.09032;1.09225;0
20200116 080000;1.09225;1.0929;1.09205;1.09247;0
20200116 090000;1.09247;1.09595;1.09223;1.09363;0
20200116 100000;1.09363;1.09423;1.09276;1.09413;0
20200116 110000;1.09413;1.09712;1.09394;1.09601;0
20200116 120000;1.09601;1.09679;1.09572;1.09644;0
20200116 130000;1.09644;1.0969;1.09585;1.09619;0
20200116 140000;1.09619;1.09895;1.096;1.09748;0
20200116 150000;1.09748;1.09931;1.09662;1.09871;0
20200116 160000;1.09871;1.09879;1.09862;1.09865;0
20200116 170000;1.09865;1.09911;1.09864;1.09898;0
20200116 180000;1.09898;1.10052;1.0982;1.10024;0
20200116 190000;1.10024;1.10058;1.09893;1.09941;0
20200116 200000;1.09941;1.10091;1.09771;1.09793;0
20200116 210000;1.09793;1.09805;1.09773;1.09802;0
20200116 220000;1.09802;1.099;1.09795;1.09898;0
20200116 230000;1.09898;1.09973;1.09799;1.09821;0
20200117 000000;1.09821;1.10025;1.09759;1.0989;0
20200117 010000;1.0989;1.09974;1.09729;1.09838;0
20200117 020000;1.09838;1.09936;1.09669;1.09719;0
20200117 030000;1.09719;1.09745;1.09448;1.09581;0
20200117 040000;1.09581;1.09641;1.09385;1.09508;0
20200117 050000;1.09508;1.0957;1.09402;1.09461;0
20200117 060000;1.09461;1.09495;1.09366;1.09426;0
20200117 070000;1.09426;1.09446;1.09333;1.09389;0
20200117 080000;1.09389;1.09423;1.09382;1.09407;0
20200117 090000;1.09407;1.09407;1.09254;1.09313;0
20200117 100000;1.09313;1.09423;1.09293;1.09373;0
20200117 110000;1.09373;1.09472;1.09258;1.0927;0
20200117 120000;1.0927;1.09309;1.0924;1.09282;0
20200117 130000;1.09282;1.09317;1.09258;1.09275;0
20200117 140000;1.09275;1.09376;1.09097;1.09186;0
20200117 150000;1.09186;1.09337;1.09175;1.09222;0
